ESNTL_ID,WLK_COURS_FLAG_NM,WLK_COURS_NM,COURS_DC,SIGNGU_NM,COURS_LEVEL_NM,COURS_LT_CN,COURS_DETAIL_LT_CN,ADIT_DC,COURS_TIME_CN,OPTN_DC,TOILET_DC,CVNTL_NM,LNM_ADDR,COURS_SPOT_LA,COURS_SPOT_LO
KCCWSPO20N000000130,도심고궁 나들길,도심고궁 나들길,경복궁~국립민속박물관~종로문화원~창덕궁~창경궁~종묘,서울 종로구,보통,5~10Km미만,8.6,"서울의 대표적인 궁궐 세 곳과 종묘를 걷는 코스다. 조선의 정궁인 경복궁에서 시작해 조선궁궐의 원형이 잘 보존된 창덕궁과 그 후원인 비원을 거쳐 창경궁을 거닌 후, 역대 왕과 왕비들의 신위를 모신 종묘에서 걷기를 마무리한다. 걷는 거리는 10㎞가 채 안되지만 아름다운 전각과 연못들을 감상하다보면 걷는 시간은 생각 이상으로 오래 걸릴 수밖에 없다. ※ 관람 시간(매주 화요일 휴무) 1~2월(09:00~17:00), 3~5월(09:00~18:00), 6~8월(09:00~18:30), 9~10월(09:00~18:00), 11~12월(09:00~17:00) ※ 관람요금 - 4대궁 및 종묘 통합관람권(10,000원, 구입일로부터 1개월 사용)",3시간 30분,사전 준비 필요,곳곳에 다수,있음,서울 종로구 와룡동,37.5821444,126.9899013
KCCWSPO20N000000132,백사실두메 나들길,백사실 두메 나들길,현통사~백사실계곡~북악산스카이웨이2교~북악산길 산책로,서울 종로구,보통,1~5Km미만,3.06,"돈, 시간, 거리 때문에 여행을 못하시는 분들은 도심 속의 숨은 보석지를 교통카드 한 장을 지참하여 산행할 수 있는 곳이 백사실 두메길이다. 경치가 아주 뛰어난 곳에 붙이는 곳으로 백석동천 이곳을 말한다. 조선 세도가의 별장이 있었던 연못과 버들치 및 원앙, 무당개구리가 서식하는 생태경관보전지역으로 생태탐방의 기회를 얻을 수 있는 곳이다.",2시간,,,,서울 종로구 부암동,37.5982013,126.9739462
KCCWSPO20N000000134,부암동 나들길,부암동 나들길,부암동 주민센터~기차바위~만수천약수터~해맞이동산~청운공원,서울 종로구,어려움,1~5Km미만,4.3,"창의문에서 시작하여 산행 후 창의문으로 되돌아오는 산행의 강, 약이 혼재하는 원점회귀 코스다. 좁은 골목길로 안평대군 별장, 현진건 집터를 살펴본 후 인왕산 서북능선을 향해 걷다보면 기차바위 정상에 이른다. 기차바위에서는 폭1.5m 길이50m의 구간을 마치 기차 등을 탄 것 같은 기분으로 통과하게 된다. 복원된 성곽길로 만수천 약수터와 새로 단장한 1.8km의 목재 데크 계단, 버드나무체육시설을 가로지르면 청운공원과 목적지인 창의문에 이르게 된다.",3시간,"청운공원, 만수천약수터",청운공원(자하문출발점),부암동주민센터 주변,서울 종로구 부암동,37.5852259,126.9577876
KCCWSPO20N000000136,북악스카이웨이길,북악스카이웨이길,한성대입구역~하늘한마당~하늘한마당~다모정~북악팔각정~북악스카이웨이 2교,서울 성북구,보통,5~10Km미만,6.96,"‘성북동 산에 번지가 새로 생기면서 / 본래 살던 성북동 비둘기만이 번지가 없어졌다…’ 김광섭 시인이 ‘성북동 비둘기’를 쓴 것이 지난 1968년. 북악스카이웨이가 개통되던 해이다. 비둘기로 상징되는 자연을 깎아서 만든 길, 북악스카이웨이는 자동차만 달렸을 뿐, 사람이 다닐 수 있는 길은 보안상의 이유로 수십 년간 출입이 금지되었다. 그러던 이 길이 2007년 개방됨으로써 산책 명소가 태어나게 되었다.",2시간30분,사전 준비,"하늘한마당, 팔각정공원",팔각정공원,서울 성북구 정릉동,37.6045899,126.9895721
KCCWSPO20N000000137,북악하늘 나들길,북악하늘 나들길,팔각정공원~삼청각~삼청공원,서울 종로구,보통,1~5Km미만,2.79,서울의 비무장지대라고 불릴 정도로 잘 보존된 숲 사이로 뻗은 산책로를 통해 42년간 금단의 땅이었던 북악산을 만끽할 수 있는 코스이다.,2시간,사전 준비 필요,삼청공원,코스 내 없음,서울 성북구 성북동,37.5960082,126.983581
KCCWSPO20N000000138,성북동고택산책길,성북동 고택 산책길,길상사~심우장~수연산방,서울 성북구,보통,1~5Km미만,4.16,"600년 도성의 성곽을 사이에 두고 오랜 세월을 견디어낸 성북동 고택의 고색창연한 길이다. 이 조선 역사의 길에는 법정 스님의 맑은 향이 영원히 가시지 않을 것 같은 길상사를 비롯해 만해 한용운 선생이 말년을 보낸 심우장, 시민기금으로 매입하여 보존하고 있는 최순우 옛집 등이 지나는 나그네들을 따스한 손길로 맞아들인다. 지금의 서울을 그윽하게 조망하게 하여 온고지신의 의미를 되새기는 시간을 만든다.",2시간,사전 준비 필요,길상사,곳곳에 있음,서울 성북구 성북동,37.5960303,126.9880515
KCCWSPO20N000000139,인사동삼청동 나들길,인사동삼청동 나들길,인사동 네거리~경복궁매표소~청와대분수앞~북촌한옥마을길,서울 종로구,보통,5~10Km미만,8.12,서울 도심에서 맛볼 수 있는 역사와 문화가 고르게 어우러진 코스이다. 경복궁 내부의 여러 전각을 둘러보고 고풍스런 담장길을 따라 걷다 푸른 기와가 상징처럼 알려진 청와대의 앞길을 걸어 삼청동 카페길에 다다른다. 이후 서울성곽까지도 갈 수 있는 삼청공원을 산책한 후 서울에서 가장 한옥이 잘 보존되어 있다는 북촌한옥마을의 고즈넉한 길을 밟는다. 서울 도심에 이런 역사와 문화가 깃든 길이 있다는 것이 내내 감사할 따름이다.,2시간,,,,서울 종로구 세종로 1-7,37.5836342,126.9749159
KCCWSPO20N000000141,개운산숲 나들길,개운산숲 나들길,개운초등학교~성북구의회~고려대 북문,서울 성북구,보통,1Km미만,2.2,"대도시에서 “녹색허파”로서의 역할과 수도권 주민들의 자연휴식처로 크게 애용되고 있다. 개운산은 성북구 안암동에 있는 산으로서, 안암산,진석산(陳石山)이라고도 한다. 노선 주변에는 태조 5년(1396) 왕사 무학이 창건한 개운사가 있어 산의 이름이 되었다. 산 중턱 이상까지 도로가 놓여져 접근하기 쉬우며 산을 한 바퀴 빙 둘러볼 수도 있고, 이 코스처럼 중턱 숲길을 따라 걷다 고려대 캠퍼스의 고풍스런 건물을 감상하는 길로 연결해 볼 수도 있다. 개운산은 정상과 중턱 오솔길 모두 성북구에서 공을 들여 가꾼 흔적이 역력하다. 또 정상 조망대에서는 그리 높지 않은 곳임에도 시원한 도심 전망을 만끽할 수 있다.",1시간30분,사전 준비 필요,정상 부근 산책로 옆,코스 내 없음,서울 성북구 종암동,37.5957358,127.0275612
KCCWSPO20N000000142,북한산자락 나들길,북한산자락 나들길,서경대뒷길~정릉풍림상가~서경대평생교육원,서울 성북구,쉬움,1~5Km미만,2.49,"길음초등학교 뒤편에서 시작되는 이 숲길은 서경대학교 뒤편을 지나면 성북생태체험관이 나온다. 생태체험관에서는 요일별로 다양한 생태프로그램을 운영하고 있으며 자연학습체험장이 함께 있다. 북한산 칼바위를 향한 북한산 자락길에 접어들면 울창한 잣나무 숲과 계류, 구릉지의 자연부락과 서울도심을 한눈에 감상할 수 있는 숲길이다.",1시간30분,본인이 구비,서경대학교,"정릉풍림상가, 서경대학교 교내식당",서울 성북구 정릉동,37.6172148,127.0076795
KCCWSPO20N000000143,오동공원 산책길,오동공원 산책길,오동공원,서울 성북구,매우쉬움,1~5Km미만,2.01,"1987년 4월 27일 시민근린공원으로 지정되었다. 서울 강북구 번동·미아동 등의 5개 동과 성북구 월곡동에 걸쳐 있는 대단위공원으로 면적이 138만 2,260㎡에 이른다. 공원에 오르면 북한산·도봉산·수락산·불암산이 병풍처럼 둘러쳐 있고 배드민턴장·운동장·체력단련시설·산책로·잔디밭 등과 함께 울창한 숲이 조성되어 있다. 특히 ‘꽃샘길’로 불리는 길이 400m 구간은 한 시민이 정성을 다해 꽃과 나무를 가꾸는 것으로 유명하다. 공원 산자락에는 북서울 꿈의 숲이 조성되어 있다.",1시간,,,,서울 성북구 하월곡동,37.6094346,127.0397933
KCCWSPO20N000000144,정릉숲 산책길,정릉숲 산책길,정릉 매표소~홍살문~정자각~비각~정릉,서울 성북구,보통,1~5Km미만,2.36,한성대입구역에서 북악스카이웨이를 넘어가는 이 길은 태조 이성계의 계비인 신덕왕후 강씨를 모신 정릉으로 가는 길이다. 신덕왕후 강씨에 대한 미움이 대단했던 태종이 후에 옮겨 온 능이지만 능 주변으로는 걷기 좋은 산책로가 옹골차게 뿌려져 있다. 산책로 곳곳엔 시원한 약수터와 물이 졸졸 흐르는 작은 계곡도 있다. 성북 구민회관부터 북악스카이웨이 입구까지는 메타세콰이어나무가 시원한 그늘을 드리우고 있다.,1시간30분,음수대 있음,입구 부근,,서울 성북구 정릉동,37.6021829,127.0031346
KCCWSPO20N000000145,청장산 산책길,청장산 산책길,의릉입구~ 청장근린공원 전망대~ 의릉입구,서울 성북구,보통,1~5Km미만,2.22,청장공원은 문화적 가치가 높은 사적 204호인 조선 왕릉인 의릉과 도심에서는 보기 드문 울창한 자연림을 볼 수 있는 길이다.,1시간,,,,서울특별시 성북구 석관동 산1-5,37.6042313,127.0575263
KCCWSPO20N000000146,북서울꿈의숲 나들길,북서울꿈의숲 나들길,경북문화정보센터~삼각산전망대~생태이동로~단풍숲,서울 강북구,보통,1~5Km미만,4.7,"북서울꿈의 숲은 오래전부터 오동근린공원으로 불리던 곳이다. 오동공원은 오패산(123m)과 벽오산(135m)이라는 두 봉우리로 이루어졌는데 오패산은 예부터 오얏나무가 많이 자라 집집마다 울타리로 삼을 정도였다고 전해지며, 벽오산은 이 곳에 오헌이란 고개이름에서 유래된 것으로, 조선시대 철종임금의 비 철인왕후가 손자 김석진에게 벽오산이란 글씨를 하사하여 붙어진 이름이라고 한다. 이 오동공원과 드림랜드가 합쳐진 ‘북서울꿈의 숲’이란 명칭은 한강의 북쪽지역에 있는 대표공원이라는 의미와 놀이시설이었던 드림랜드가 대형녹지공원으로 재탄생된 역사성을 담고 있다.",2시간,방문자 센터,"방문자센터, 전망대, 꿈의숲아트센터","꿈의숲아트센터, 방문자센터 앞쪽",서울 강북구 번동,37.6284399,127.0345335
KCCWSPO20N000000147,북서울꿈의숲 산책길,북서울꿈의숲 산책길,월영지~월광폭포~창포원~전망대,서울 강북구,쉬움,1~5Km미만,2.01,북서울 꿈의 숲은 오래전부터 오동근린공원으로 불리던 곳이다. 이 오동공원과 드림랜드가 합쳐진 ‘북서울 꿈의 숲’이란 명칭은 한강의 북쪽지역에 있는 대표공원이라는 의미와 놀이시설이었던 드림랜드가 대형녹지공원으로 재탄생된 역사성을 담고 있다. (‘Free course' 로 자유롭게 다닐 수 있도록 조성) 창녕위궁재사 : 조선 제23대 순조의 둘째 딸 복온공주와 부마 창녕위 김병주의 재사이다. 한일병합 후 김병주의 손자 김석진이 일본의 남작작위를 거절하고 순국자결한 곳이기도 하다.,1시간,방문자센터,"방문자센터, 꿈의숲아트센터, 상상톡톡미술관, 숲속쉼터","꿈의숲아트센터, 방문자센터 앞쪽",서울 강북구 번동,37.62122,127.0383089
KCCWSPO20N000000148,북한산방학 나들길,북한산방학 나들길,방학동길 진입로~매표소~자현암~장수텃밭~장수천~쌍둥이전망대,서울 도봉구,보통,5~10Km미만,6.81,도봉역을 출발해 무수골을 걸어 원통사로 가는 길이다. 아무 근심이 없다는 뜻의 무수골에는 주말농장과 성신여대 생활예절교육관인 ‘난향관’이 있다. 이후 약간의 경사로를 따라 숲길을 걸어가면 도선 국사가 창건했다는 원통사가 오밀조밀한 자태를 뽐낸다. 이후 걷게 되는 방학능선에서는 북한산을 바라보며 걸을 수 있어 풍치가 그만이다.,3시간30분,사전 준비하거나 매점에서 구입,자현암 부근,무수골 입구,서울 강북구 우이동,37.6727256,127.0142913
KCCWSPO20N000000150,쌍문역사 산책길,쌍문역사 산책길,발바닥공원~정자쉼터~쌍문근린공원~벚나무길,서울 도봉구,보통,5~10Km미만,5.24,"쌍문 역사 탐방길은 지나는 발자국 곳곳에 과거 우리의 역사와 문화를 떠올리게 만드는 공간이다. 1960년 형성된 판자촌에 조성한 발바닥 공원, 그리고 연산군과 정의공주의 묘, 원당샘과 천년 은행나무 등 곳곳에 숨어있는 우리의 역사와 문화를 체험할 수 있다.",2시간30분,사전 준비 하거나 매점에서 구입,방학3동 주민센터,코스 곳곳에 다수,서울 도봉구 방학동,37.6555041,127.0254165
KCCWSPO20N000000152,우이령 나들길,우이령 나들길,방문자서비스센터~소귀고개 정상~오봉전망대~석굴암~교현리,서울 강북구,보통,5~10Km미만,7.86,"우이령 길은 서울 우이동과 경기도 양주시를 연결하는 6.8km의 소로였으나. 1968년 1.21사태 당시 무장공비 침투로로 이용된 후 안보상의 이유로 폐쇄되었다가, 결국 2009년 7월 10일에 탐방객 수를 제한하는 조건으로 우이령이 재개방되었?? 특히 우이령 구간은 맨발로 걸을 수 있도록 정비되어 자연을 마음껏 느낄 수 있다.",2시간 30분,식수보급처가 없으므로 중간중간 마을길 통과시 매점에서 구입하거나 사전준비,우이우이령길입구 모바일화장실 위치,우이동 차고지종점 부근에 편의점(미니스탑) 위치,경기 양주시 장흥면 교현리 산 25-1,37.685632,126.9950661
KCCWSPO20N000000153,수락산 나들길,수락산 나들길,암불사~도솔봉~수락산정상,서울 노원구,어려움,5~10Km미만,7.41,"수락산은 해발 637m로 남쪽으로 불암산과 연결되어 노원구 상계동과 의정부시, 남양주시의 경계를 이루고 있다. 수락산 능선상에 있는 암봉들은 서울을 향해서 고개를 숙이고 있는 형국으로 태조 이성계는 서울의 수호산이라고 하였다. 수락산의 명칭은 내원암 일대 계곡에 바위가 벽을 이루고 있어 물이 굴러 떨어지므로 수락이라고 하였다는 설과 골짜기 물이 맑아 금류, 은류, 옥류라는 폭포를 이루어 떨어지는 자태에 이름이 붙여졌다는 전설도 있다. 대부분 돌산으로 화강암의 암벽이 노출되어 있지만 산세는 험하지 않으며 수각계곡과 노원골 일대 1km 산책로는 삼림욕을 하기에 아주 놓은 곳이다. 주말이면 도심에서 몰려온 산악인들로 항상 붐비는 산이며 북한산, 도봉산, 관악산과 함께 서울 근교의 4대 명산으로 불린다. ※ 2012년 ‘G마켓, 생명의숲과 함께하는 아름다운 숲길 가꾸기’ 사업 대상 노선임 ※ 노선 전체에 초록숲길 안내표지판 설치",4시간 30분,벽운동천 약수터,"수락산등산로 입구, 깔딱고개 근처 간이화장실 즐비","수락산 정상, 수락산등산로 입구",경기 남양주시 별내면 청학리 산 103-3,37.6927157,127.0848367
KCCWSPO20N000000154,월계공원 산책길,월계공원 산책길,월계공원,서울 노원구,쉬움,1~5Km미만,1.12,"아기자기한 오솔길이 얽혀있어 걷기 좋은 근린공원이다. 산 정상 부근으로 군부대가 주둔하고 있어, 그 외곽과 기슭을 따라 구불구불 산책로가 나 있다. 산은 매우 작은 편이지만 이중 삼중으로 산책로가 산기슭을 따라 나 있어 적어도 두 바퀴는 돌아주고 가야 서운함이 없다. (무단경작지가 들어서 있는 영축산근린공원은 도심텃밭과 목공, 염색체험을 할 수 있도록 조성방안 검토 중)",1시간,사전 준비 필요,없음,코스 내 없음,서울 노원구 월계동,37.6275801,127.0581412
KCCWSPO20N000000155,초안산 나들길,초안산 나들길,초안산,서울 도봉구,보통,1~5Km미만,4.59,"초안산은 아주 작은 산이지만, 면적에 비해서 믿기지 않을 정도의 아기자기한 길이 고루 퍼져있다. 조선시대 내시들의 묘가 많아 ‘내시네 산’이라고도 불렸는데, 조선시대의 분묘가 무려 1,000여기나 산재해 있다. 한국 전쟁 때 국군이 이곳에 ‘청동 저지선’을 치고 북한군과 치열한 접전을 벌여 지금도 당시의 방공호가 곳곳에 남아 있다.",1시간30분,사전 준비 필요,초안산 축구장,코스 내 없음,서울 노원구 월계동,37.6320789,127.0477266
KCCWSPO20N000000156,망우산숲 나들길,망우산숲 나들길,전망대~망우사색의 길,서울 중랑구,쉬움,5~10Km미만,5.51,"망우리 묘지 이장지역을 생태적으로 복원하여 사계절 즐길 수 있는 공원으로 조성하였다. 묘역을 끼고 있어 왠지 오싹한 느낌이 들 것 같지만 막상 공원에 들어서면 무덤들이 울창한 숲에 가려져 보이지 않아 자연의 여유로움을 만끽할 수 있다. 산책 중간에 박인환 시인의 묘소에 들러 “목마와 숙녀”를 음미할 수 있으며, 주변 곳곳에 있는 어린이 운동의 효시인 방정환, 민족대표 33인 중 오세창, 한용운 선생 등 연보비 앞에서 잠깐 걸음을 멈추고 역사를 음미하는 시간을 갖는 것도 좋을 것 같다.",2시간30분,사전 준비 필요,망우리공원,,서울 중랑구 망우동,37.5979085,127.1130972
KCCWSPO20N000000157,용마산 나들길,용마산 나들길,용마폭포공원~용마산 우수조망명소~깔딱고개~사가정공원,서울 중랑구,보통,1~5Km미만,4.02,"동양 최대의 인공폭포인 용마폭포공원에서 시작하여, 용마산의 수수하고 차분한 숲길을 걸어보는 즐거움이 있는 노선이다. 해발 287m의 용마산은 오르기 어렵지 않고 편안한 산행을 약속한다. 용마산 숲길을 지나 조선 시대의 문신 서거정의 시 4편이 새겨져있는 사가정공원에 이르러 시 한수와 함께 조금은 힘들었던 산행을 마무리할 수 있다.",2시간,,,,서울 광진구 중곡동,37.5723083,127.0982792
KCCWSPO20N000000158,중랑천 제방 장미 벚꽃길,중랑천제방장미벚꽃길,사각문~묵동수림공원~수림대장미원,서울 중랑구,쉬움,5~10Km미만,5.67,"중랑천 제방 산책로에 조성한 장미아치가 인상적이다. 제방 산책로에 4,690여 그루의 덩굴성 사계장미를 아치형 지주대에 붙여 만든 장미아치는 보는 이로 하여금 감탄을 자아내게 한다. 5월 말부터 10월까지 5~6회 꽃을 피우는데 종류별로 다양한 장미꽃을 감상할 수 있다.",2시간,,,,서울 중랑구 중화동,37.5946833,127.0711056
KCCWSPO20N000000159,중랑캠핑숲 나들길,중랑캠핑숲 나들길,중랑캠핑숲입구~망우산공원입구~나들이공원,서울 중랑구,보통,1~5Km미만,3.73,"개발제한구역 내 비닐하우스 등으로 훼손된 곳을 복원하여 학생소풍 및 가족단위 피크닉을 주제로 한 체험공원입니다. 인위적 시설을 최소화하였으며, 건강한 숲을 주제로 한 생태학습 공원입니다. 또한 소규모 야외무대 설치 등 청소년 중심의 문화중심 공원으로 조성되었다.",2시간,,중랑캠핑숲,양원역 부근,서울 중랑구 망우동,37.6008882,127.1138491
KCCWSPO20N000000160,배봉산 답십리 나들길,배봉산 답십리 나들길,배봉산 출입구~답십리 근린공원~배봉산근린공원 진입,서울 동대문구,보통,1Km미만,3.39,"동대문구에서 조성한 녹지순환산책로를 접근이 용이하도록 재구성한 코스이다. 따라서 배봉산근린공원이 그 중심을 이룬다. 배봉산근린공원은 산이 부족한 동대문구의 보조 산소통이다. 배봉산은 동대문구 전농동에 있는 표고 110m의 산이다. 배봉산이라는 이름은 조선조 영조때 사도세자가 당쟁에 의해 죽은 뒤 이곳에 장례를 지냈는데, 사도세자의 아들인 정조가 평생에 못다한 불효를 속죄한다며 날마다 부친의 묘소를 향해 배례를 하면서 산이름이 배봉산(拜峰山)으로 불려졌다. 서울시립대학교가 위치해 있으며, 조선시대 영우원과 휘경원 등 왕실 묘원이 마련되어 있었으며, 목마장의 울타리가 지났던 곳이다.",2시간,사전 준비 필요,삼육의료원 부근,코스 내 없음,서울 동대문구 휘경동,37.5857669,127.0651916
KCCWSPO20N000000161,홍릉수목원길,홍릉수목원길,홍릉수목원 입구~조경인의 숲,서울 동대문구,쉬움,1~5Km미만,1.83,"안암동 고려대학교에서 회기동 경희대학교로 넘어가는 도로변에 위치한 국립산림과학원. 그 안에 살아 숨 쉬는 홍릉수목원은 우리나라 최초의 수목원으로 44만㎡ 면적에 수많은 국내식물이 식재되어 있다. 형형색색의 기화요초는 거대한 정원을 연상하게 만들고 아름드리나무들 사이로 조성된 2㎞ 산책로는 ‘도심 속 오아시스’를 느끼게 한다. 단, 홍릉수목원은 식물 연구 중심의 수목원이라 평일에는 일반인에게 개방되지 않으므로 주말을 이용해야 한다.(무료개방) ※ 관람시간 : 겨울철(11~2월) 10:00~16:00, 여름철(3~10월) 10:00~17:00",1시간,"사전 준비 필요, 산림과학관 내 식수대",곳곳에 다수,매점 없음. 음료자판기는 있음,서울특별시 동대문구 청량리동 회기로 57,37.5937452,127.043973
KCCWSPO20N000000162,서울숲남산 나들길,서울숲남산 나들길,용비교~응봉공원~독서당공원~금호산~매봉산~서울한양도성길,서울 중구,보통,5~10Km미만,8.82,"서울숲에서 시작하여 응봉공원, 금호산, 매봉산을 거쳐 남산에 이르는 코스이다. 2010년 성동구에서 조성한 산책로로서 곳곳에 안내판이 설치되어 있어 헤메지 않고 쉽게 찾아갈 수 있다. 서울숲은 115만㎡에 5개의 테마공원과 다양한 볼거리를 갖추고 내방객을 기다린다. 응봉공원 전망대에서는 서울숲과 함께 한강 일대가 조망되어 야경 촬영지로도 명성이 높다.",2시간30분,사전 준비하거나 매점에서 구입,"서울숲, 응봉공원, 독서당공원",시내 구간에 다수,서울 성동구 금호동2가,37.555593,127.017311
KCCWSPO20N000000164,서울숲공원 산책길,서울숲공원 산책길,숲속길~뚝섬가족마당~거울연못~바람의 언덕,서울 성동구,보통,1~5Km미만,3.48,"서울숲은 이전의 뚝섬유원지 자리에 위치한 공원으로 5개의 테마공원인 문화예술공원, 생태숲, 체험학습원, 습지생태원, 한강수변공원을 갖추고 있다. 넓은 대지에 산책길과 자전거길이 잘 조성되어 있고 벤치, 테이블 등의 휴게공간, 편의시설이 잘 갖추어져 있다. 또한 사슴과 고라니와 같은 야생동물도 만날 수 있어 아이들의 체험학습 공간으로도 좋다. 서울숲은 서울 도심에 위치해 있지만 숲에 온 듯한 느낌을 받을 수 있는 공간으로 서울을 벗어나지 않고 자연을 느낄 수 있다.",2시간,사전 준비 필요,곳곳에 다수,북서쪽 쉼터,서울 성동구 성수동1가,37.54514,127.0387452
KCCWSPO20N000000165,성동 송정둑길,성동 송정둑길,아차산역~어린이대공원~송정동 둑길~살곶이다리~응봉역,서울 광진구,쉬움,5~10Km미만,8.7,무료로 개방되는 어린이대공원을 후문으로 들어가 한 바퀴 돈 후 정문으로 나가게 된다. 이름 그대로 아이들과 함께 가도 아주 좋을만한 코스이다. 이후 군자교 부근에서 시작되는 송정동 둑길을 지난다. 옆으로 동부간선도로를 달리는 자동차 소리가 들리기는 하지만 높이 솟은 가로수들이 시원한 그늘을 드리우고 있어 한여름에도 걷기가 나쁘지 않다. 또한 중반 무렵 화장실 왼쪽으로 시작되는 은행나무길은 울창한 숲 속에 들어와 있는 착각마저 불러일으킨다. 이후 조선시대에 가장 긴 다리였다는 살곶이다리를 건너 중랑천길을 잠시 걸어 응봉역으로 진입한다.,2시간30분,사전준비 필요,송정동 둑길 은행나무길 입구,군자역 부근에 있음,서울 성동구 송정동,37.5497994,127.0646533
KCCWSPO20N000000166,아차산숲 나들길,아차산숲 나들길,만남의 광장~소나무림~아차산성~아차산성 유원지~오동나무 자생지,서울 광진구,보통,1~5Km미만,2.78,서울 한강 북쪽의 아차산은 아끼산 아계산으로도 불린다. 고구려 장군 온달이 신라군과 싸우다 전사했다는 이야기도 전해 내려오며 능선에서는 한강 유역을 한 눈에 내려다 볼 수 있어 예전부터 군사적 요충지로 손꼽힌다.,2시간,아차산입구,"아차산생태공원, 아차산입구",역 주변 매점,서울 광진구 구의동,37.5550446,127.1032633
KCCWSPO20N000000168,어린이대공원 산책길,어린이대공원 산책길,모험의 나라 놀이터~음악분수~전래동화마을~물놀이장,서울 광진구,쉬움,1~5Km미만,3.11,"어린이대공원 산책길은 약 53만여 ㎡의 넓은 공간에 푸른 숲과 파란 잔디의 녹지공간으로 이루어져 있다. 동물원, 식물원, 놀이동산 및 다양한 공연 시설과 체험 공간이 가득한 어린이 대공원은 2006년 가을부터 무료 개방되어 인근대학의 학생들과 직장인들, 지역주민들이 즐겨 찾는 공원이 되었다. `Free course` 로 자유롭게 다닐 수 있도록 산책로가 조성되어 있다.",2시간,사전 준비 하거나 매점에서 구입,곳곳에 다수,곳곳에 다수,서울 광진구 능동,37.5505399,127.0796009
KCCWSPO20N000000169,남산순환나들길,남산순환나들길,남산도서관앞~N서울타워~남산공원~와룡묘,서울 용산구,보통,1~5Km미만,9.17,그 옛날 이 정도 석성을 쌓으려면 도대체 얼마나 많은 인력과 시간이 필요했을까? 하는 의문을 품게 만드는 성곽길로 코스를 시작한다. 서울성곽에 나 있는 길 중에서도 가장 걷기 편한 구간이 바로 이 길의 시작이다. 이후 걷게 되는 남산북측순환산책로는 남산 산책로 중의 으뜸이라 중언부언할 필요가 없을 정도이다. 좋은 길만 엮어 놓았으니 기분 좋게 발걸음 떼는 일만 남았다.,3시간,사전 준비 필요,곳곳에 다수,N타워 부근에 있음,서울 중구 예장동,37.55434,126.9939838
KCCWSPO20N000000170,남산야외식물원 산책길,남산야외식물원 산책길,라틴아메리카 공원~야생화 공원~ 팔도소나무 단지,서울 용산구,쉬움,1~5Km미만,1.93,"남산식물원은 서울시 중구 남산에 있던 식물원으로 1968년 개원하여 2006년까지 운영되었다. 2009년부터 노후화된 시설을 철거하고 실개천, 휴게공간 조성 및 녹지공간 복원 등을하여 2010년말 새롭게 개장했다. 숲길이 잘 정비되어 있고 다양한 식물들이 풍성해 보행자들에게 산책의 묘미를 느끼게 해주는 코스이다.",1시간,사전 준비 필요,식물원 내,한강진역 부근,서울 용산구 이태원동,37.5419568,126.9974518
KCCWSPO20N000000171,덕수궁 산책길,덕수궁 산책길,서울 역사 박물관- 경희궁 - 정동공원 -덕수궁 돌담길~대한문~경운궁 양이재~서울역사 박물관,서울 중구,쉬움,5~10Km미만,6.02,"옛 정취가 그대로 살아있는 높다란 돌담길을 걷다 정동극장, 구러시아공사관, 서울의 역사가 고스란히 담긴 서울 역사박물관 등을 거치며 다양한 볼거리와 배울거리를 만나는 서울 도심의 보석 같은 코스",2시간,사전 준비하거나 매점에서 구입,"덕수궁, 경희궁, 서울역사박물관",곳곳에 다수,서울 중구 정동,37.5676607,126.9716839
KCCWSPO20N000000172,용산가족공원 산책길,용산가족공원 산책길,이촌역~국립중앙박물관~거울못~용산가족공원~보신각종~ 이촌역,서울 용산구,매우쉬움,1Km미만,3.3,"한국 최대 박물관인 국립중앙박물관을 거쳐 도심 속의 녹색쉼터 용산가족공원을 탐방하는 코스이다. 국립중앙박물관은 우리 역사와 문화의 중요한 가치를 배우고 즐겁게 체험할 수 있다. 이곳에는 구석기시대의 소박한 손도끼에서부터 삼국시대의 화려한 금관, 고려시대의 청자, 조선시대의 회화, 근대의 사진들에 이르기까지 우리의 역사와 문화예술이 한데 모여 있다. 이곳에서 우리 문화의 정수를 마음껏 즐기다보면 자연스럽게 우리문화에 대한 자부심을 느낄 수 있다. 박물관 외부에는 야외정원을 따라 석탑, 석등, 석비 등의 다양한 석조 미술품들을 만나볼 수 있지만 아직까지 박물관의 숨겨진 장소라 할 만큼 많이 알려지지 않은 곳이다. 야외전시장을 따라 용산가족공원이 이어진다. 국립중앙박물관 건립에 따라 지금의 크기는 많이 줄었지만 여전히 찾는 이들이 많은 도심의 녹색쉼터이다.",1시간,사전 준비하거나 매점에서 구입,"국립중앙박물관, 용산가족공원, 이촌역",박물과 야외 편의점,서울 용산구 용산동6가,37.5245448,126.9843659
